Date/Time,Temp_C,Rel Hum_%,Press_kPa,Temp_Change,Humidity_Change,Pressure_Change,Temp_Rolling_Mean,Humidity_Rolling_Mean,Pressure_Rolling_Mean,Temp_Rolling_Std,Humidity_Rolling_Std,Pressure_Rolling_Std,Anomaly_Score,ML_Anomaly
2012-01-01 21:00:00,4.0,85,99.39,0.7999999999999998,-2.0,-0.1099999999999994,2.23,85.2,99.98,1.501147709069447,2.658320271650251,0.4583303030202598,0.050626811520846915,0
2012-01-01 22:00:00,4.4,84,99.32,0.4000000000000003,-1.0,-0.0700000000000073,2.69,84.8,99.833,1.3731148693552369,2.4855135843076304,0.401941123383312,0.07988564619801686,0
2012-01-01 23:00:00,5.3,79,99.31,0.8999999999999995,-5.0,-0.0099999999999909,3.2,84.0,99.706,1.2901334986909103,2.9439202887759426,0.3347038491960245,0.07851676754793163,0
2012-01-02 00:00:00,5.2,77,99.26,-0.0999999999999996,-2.0,-0.0499999999999971,3.64,83.0,99.601,1.11972218776703,3.464101615137745,0.2852075267823374,0.10331915704972883,0
2012-01-02 01:00:00,4.6,72,99.26,-0.6000000000000005,-5.0,0.0,3.92,81.7,99.52,0.9449279807947776,4.808557187163538,0.2500666577800708,0.1028283060616062,0
2012-01-02 02:00:00,3.9,71,99.26,-0.6999999999999997,-1.0,0.0,4.05,80.6,99.453,0.8249579113843097,5.8727241454787205,0.2153575837737031,0.11507420518881684,0
2012-01-02 03:00:00,3.7,69,99.3,-0.1999999999999997,-2.0,0.039999999999992,4.12,79.4,99.402,0.7524773898412027,6.915361322607956,0.1786865660558914,0.11570500480095308,0
2012-01-02 04:00:00,2.9,69,99.26,-0.8000000000000003,0.0,-0.039999999999992,4.03,78.1,99.354,0.8433399209228916,7.5638026885364305,0.1375338342209363,0.11629577375816391,0
2012-01-02 05:00:00,2.6,70,99.21,-0.2999999999999998,1.0,-0.0500000000000113,3.98,76.3,99.307,0.9162726425881996,7.071853442423063,0.0834066344280916,0.12154102776141623,0
2012-01-02 06:00:00,2.3,70,99.18,-0.3000000000000002,0.0,-0.0299999999999869,3.89,74.6,99.275,1.0375719519896258,6.203941399536967,0.0589255650984872,0.12209320703720317,0
2012-01-02 07:00:00,2.0,70,99.14,-0.2999999999999998,0.0,-0.0400000000000062,3.69,73.1,99.25,1.1948500603283545,5.130518708885298,0.0577350269185563,0.11678557059638905,0
2012-01-02 08:00:00,1.9,68,99.14,-0.1,-2.0,0.0,3.44,71.5,99.232,1.2877197762798502,3.628590176179524,0.0614274639984919,0.11869385209893318,0
2012-01-02 09:00:00,1.8,67,99.14,-0.0999999999999998,-1.0,0.0,3.09,70.3,99.215,1.1985639555549632,2.75075747143702,0.0609644705268466,0.11873587940601532,0
2012-01-02 10:00:00,1.5,66,99.18,-0.3,-1.0,0.0400000000000062,2.72,69.2,99.207,1.034730238596838,1.813529401164713,0.059637795621724,0.11223217050695694,0
2012-01-02 11:00:00,2.2,66,99.19,0.7000000000000002,0.0,0.0099999999999909,2.48,68.6,99.2,0.8024961059095563,1.776388345929892,0.0567646212193291,0.09960692572228796,0
2012-01-02 12:00:00,1.7000000000000002,56,99.21,-0.5,-10.0,0.019999999999996,2.26,67.1,99.195,0.6586180818788525,4.201851443775185,0.0529674952731107,0.08247391765198364,0
2012-01-02 13:00:00,1.1,57,99.27,-0.6000000000000001,1.0,0.0600000000000022,2.0,65.9,99.192,0.5270462766947297,5.195083145522216,0.0468567557082952,0.10318009592108551,0
2012-01-02 14:00:00,1.1,56,99.33,0.0,-1.0,0.0600000000000022,1.8200000000000005,64.6,99.199,0.4917090377222863,5.910442735813746,0.0611827862497674,0.10136512140692733,0
2012-01-02 15:00:00,0.0,59,99.41,-1.1,3.0,0.0799999999999983,1.56,63.5,99.219,0.6834552736727612,5.816642788871731,0.090731594398943,0.10345775457937623,0
2012-01-02 16:00:00,-0.7000000000000001,55,99.5,-0.7000000000000001,-4.0,0.0900000000000034,1.26,62.0,99.251,0.9347608131376572,5.887840577551917,0.1252952069667569,0.09544533278460826,0
2012-01-02 17:00:00,-2.1,57,99.66,-1.4,2.0,0.1599999999999966,0.85,60.7,99.303,1.371333495381612,5.334374898294628,0.1729515025149495,0.06415879241958877,0
2012-01-02 18:00:00,-4.1,57,99.86,-2.0,0.0,0.2000000000000028,0.2500000000000001,59.6,99.375,2.020038503483423,4.765617600176437,0.2359496179742259,0.02753924672984398,0
2012-01-02 19:00:00,-4.8,57,100.0,-0.7000000000000002,0.0,0.1400000000000005,-0.4099999999999998,58.6,99.461,2.482583779497121,4.033195589934489,0.2910689112754533,0.058366572963877594,0
2012-01-02 20:00:00,-5.6,54,100.07,-0.7999999999999998,-3.0,0.0699999999999931,-1.12,57.4,99.55,2.861934077973609,3.306559138036656,0.3291740505500523,0.05928724471103247,0
2012-01-02 21:00:00,-5.8,58,100.15,-0.2000000000000001,4.0,0.0800000000000125,-1.9199999999999997,56.6,99.646,2.947616739748305,1.4298407059686216,0.3517322213780487,0.05367803167711849,0
2012-01-02 22:00:00,-7.0,54,100.26,-1.2000000000000002,-4.0,0.1099999999999994,-2.79,56.4,99.751,3.0428239807418627,1.6465452046972529,0.3636374873719878,0.019712005970256574,0
2012-01-02 23:00:00,-7.4,59,100.27,-0.4000000000000003,5.0,0.0099999999999909,-3.64,56.6,99.851,3.0225816779700057,1.837873166945472,0.3540386042980791,0.07049417003129543,0
